BGP table version is 0, local router ID is 100.100.174.206
Status codes: s suppressed, d damped, h history, * valid, > best, i - internal,
              r RIB-failure, S Stale, R Removed
Origin codes: i - IGP, e - EGP, ? - incomplete

   Network          Next Hop            Metric LocPrf Weight Path
*> 10.194.201.112/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.112/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.128/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.128/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.224/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.224/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.240/28
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.201.240/30
                    100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.0/28  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.0/30  100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.16/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.16/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.32/28 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.32/30 100.100.243.130                        0 65084 64601 64610 64698 i
*> 10.194.202.128/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.128/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.132/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.144/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.144/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.148/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.160/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.160/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.164/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.176/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.176/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.180/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.192/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.192/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.196/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.208/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.208/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.212/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.224/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.224/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.228/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.240/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.240/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.202.244/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.0/28  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.0/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.4/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.16/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.16/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.20/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.32/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.32/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.36/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.48/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.48/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.52/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.64/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.64/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.68/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.80/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.80/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.84/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.96/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.96/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.100/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.112/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.112/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.116/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.128/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.128/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.132/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.144/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.144/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.148/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.160/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.160/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.164/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.176/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.176/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.180/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.192/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.192/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.196/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.208/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.208/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.212/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.224/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.224/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.228/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.240/28
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.240/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.203.244/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.0/28  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.0/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.4/30  100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.16/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.16/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.20/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.32/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.32/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.36/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.48/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.48/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.52/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.64/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.64/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.68/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.80/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.80/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.84/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.96/28 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.96/30 100.100.243.130                        0 65084 64601 64639 64698 i
*> 10.194.204.100/30
                    100.100.243.130                        0 65084 64601 64639 64698 i
